sku,product_name,brand_owner,brand,brand_tier,category,business_mode,inventory_risk_owner,msrp,standard_cost,take_rate,gross_margin_target,season,product_lifecycle,price_band,gender_segment,age_segment,color_family,size_group,style_type,core_or_seasonal,clearance_flag,replenishable_flag,launch_date
SKU00446,Reebok Underwear Training Shoes Thank,External Brand,Reebok Underwear,Tier 2,Training Shoes,Consignment,Brand Partner,1193.23,18.43,0.2626,0.2131,Summer,Clearance,Premium,Men,Young Adult,Green,XS-S,Fashion,Seasonal,1,0,2026-04-23
SKU00447,Brand B Running Shoes Really,Himaxx Own,Brand B,Tier 2,Running Shoes,Own Brand,Himaxx,1046.82,128.05,1.0,0.3868,Fall,Mature,Premium,Unisex,Young Adult,White,XS-S,Limited,Seasonal,0,1,2025-12-14
SKU00448,Nike Yoga Apparel Maintain,External Brand,Nike,Tier 1,Yoga Apparel,Consignment,Brand Partner,829.46,13.45,0.2983,0.2707,Winter,Growth,Premium,Men,Young Adult,Grey,XS-S,Fashion,Seasonal,0,1,2024-08-02
SKU00449,Puma Underwear Cup,External Brand,Puma,Tier 3,Underwear,Buyout,Himaxx,390.33,48.88,1.0,0.3584,Fall,Growth,Mass,Kids,Young Adult,Green,M-L,Fashion,Seasonal,0,1,2024-11-25
SKU00450,Adidas Accessories Prevent,External Brand,Adidas,Tier 1,Accessories,Buyout,Himaxx,601.9,86.68,1.0,0.2943,Fall,Mature,Mass,Men,Adult,Black,XS-S,Clearance,Seasonal,1,0,2025-08-13
SKU00451,Brand B Sportswear Process,Himaxx Own,Brand B,Tier 2,Sportswear,Own Brand,Himaxx,572.01,71.25,1.0,0.4573,Winter,Clearance,Mass,Women,Adult,Brown,M-L,Core Basic,Seasonal,1,0,2024-09-03
SKU00452,Patagonia Bags Approach,External Brand,Patagonia,Tier 3,Bags,Consignment,Brand Partner,392.76,14.99,0.3225,0.2571,Summer,New,Mass,Men,Adult,Black,XS-S,Fashion,Seasonal,0,0,2023-12-16
SKU00453,Under Armour Accessories Often,External Brand,Under Armour,Tier 3,Accessories,Buyout,Himaxx,120.23,12.15,1.0,0.4141,Fall,Mature,Entry,Unisex,Youth,Red,M-L,Fashion,Seasonal,0,1,2023-09-28
SKU00454,Adidas Performance Apparel Field,External Brand,Adidas,Tier 1,Performance Apparel,Consignment,Brand Partner,1308.33,30.59,0.3023,0.3314,Core,Clearance,Premium,Kids,Adult,Multi,XS-S,Performance,Seasonal,1,0,2024-08-29
SKU00455,Cole Haan Performance Apparel Say,External Brand,Cole Haan,Tier 2,Performance Apparel,Buyout,Himaxx,2229.3,211.7,1.0,0.3804,Winter,Growth,Luxury,Men,Adult,Black,XL-XXL,Limited,Seasonal,0,1,2024-10-19
SKU00456,Fila Running Shoes Air,External Brand,Fila,Tier 3,Running Shoes,Buyout,Himaxx,1498.73,95.53,1.0,0.423,Winter,Clearance,Premium,Women,Adult,Red,M-L,Performance,Seasonal,1,0,2026-04-07
SKU00457,New Balance Basketball Shoes Politics,External Brand,New Balance,Tier 3,Basketball Shoes,Consignment,Brand Partner,541.87,9.41,0.2784,0.3239,Summer,Mature,Mass,Women,Young Adult,Grey,One Size,Fashion,Seasonal,0,1,2025-09-29
SKU00458,The North Face Lifestyle Apparel Security,External Brand,The North Face,Tier 3,Lifestyle Apparel,Buyout,Himaxx,629.09,59.82,1.0,0.4285,Winter,Growth,Mass,Unisex,Adult,Brown,M-L,Core Basic,Core,0,1,2023-10-28
SKU00459,Salomon Performance Apparel Ok,External Brand,Salomon,Tier 3,Performance Apparel,Consignment,Brand Partner,1288.7,52.71,0.3097,0.3363,Core,Mature,Premium,Women,Young Adult,Grey,M-L,Clearance,Seasonal,1,0,2023-05-22
SKU00460,Patagonia Lifestyle Apparel Involve,External Brand,Patagonia,Tier 3,Lifestyle Apparel,Buyout,Himaxx,877.11,81.49,1.0,0.4673,Fall,Mature,Premium,Women,Young Adult,Black,M-L,Performance,Seasonal,0,1,2023-08-18
SKU00461,Brand A Outdoor Apparel Thought,Himaxx Own,Brand A,Tier 2,Outdoor Apparel,Own Brand,Himaxx,2245.66,301.18,1.0,0.4011,Spring,Mature,Luxury,Men,Adult,White,M-L,Performance,Seasonal,0,1,2026-01-31
SKU00462,Brand A Sportswear Main,Himaxx Own,Brand A,Tier 2,Sportswear,Own Brand,Himaxx,1010.14,207.37,1.0,0.4189,Winter,New,Premium,Men,Senior,Black,XS-S,Performance,Seasonal,0,0,2026-03-10
SKU00463,Skechers Basketball Shoes Raise,External Brand,Skechers,Tier 3,Basketball Shoes,Consignment,Brand Partner,1385.68,22.48,0.3183,0.2747,Spring,Mature,Premium,Men,Young Adult,Black,M-L,Core Basic,Core,0,1,2025-11-04
SKU00464,Reebok Underwear Accessories Moment,External Brand,Reebok Underwear,Tier 2,Accessories,Buyout,Himaxx,488.46,39.96,1.0,0.4396,Core,Growth,Mass,Women,Senior,Grey,XS-S,Fashion,Seasonal,0,1,2026-02-22
SKU00465,Under Armour Training Shoes Film,External Brand,Under Armour,Tier 3,Training Shoes,Consignment,Brand Partner,842.61,30.99,0.1936,0.3131,Core,Mature,Premium,Men,Youth,White,M-L,Core Basic,Core,0,1,2024-11-15
SKU00466,Champion Accessories Explain,External Brand,Champion,Tier 3,Accessories,Buyout,Himaxx,649.0,77.14,1.0,0.3767,Fall,Mature,Mass,Men,Adult,Grey,M-L,Clearance,Seasonal,1,0,2024-08-04
SKU00467,Cole Haan Kids Apparel Meeting,External Brand,Cole Haan,Tier 2,Kids Apparel,Buyout,Himaxx,308.15,28.4,1.0,0.4209,Core,Mature,Mass,Unisex,Young Adult,White,M-L,Core Basic,Core,0,1,2026-04-15
SKU00468,Brooks Brothers Performance Apparel Either,External Brand,Brooks Brothers,Tier 1,Performance Apparel,Buyout,Himaxx,1746.6,264.24,1.0,0.3062,Winter,Mature,Luxury,Unisex,Adult,White,M-L,Limited,Seasonal,0,1,2024-09-19
SKU00469,New Balance Lifestyle Apparel Check,External Brand,New Balance,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,1142.5,39.17,0.2766,0.3486,Winter,Growth,Premium,Men,Youth,Green,M-L,Core Basic,Core,0,1,2024-07-01
SKU00470,Fila Bags Will,External Brand,Fila,Tier 3,Bags,Buyout,Himaxx,1414.9,251.01,1.0,0.4721,Winter,Mature,Premium,Men,Adult,Black,One Size,Core Basic,Core,0,1,2025-02-22
SKU00471,Brooks Brothers Outdoor Apparel Skin,External Brand,Brooks Brothers,Tier 1,Outdoor Apparel,Buyout,Himaxx,1994.76,247.74,1.0,0.368,Core,New,Luxury,Women,Adult,Brown,M-L,Performance,Seasonal,0,0,2025-12-25
SKU00472,Brand A Performance Apparel Treat,Himaxx Own,Brand A,Tier 2,Performance Apparel,Own Brand,Himaxx,380.47,40.18,1.0,0.4972,Winter,Clearance,Mass,Women,Adult,Black,XS-S,Performance,Seasonal,1,0,2023-07-23
SKU00473,Puma Running Shoes Spring,External Brand,Puma,Tier 3,Running Shoes,Consignment,Brand Partner,1245.61,27.6,0.2563,0.3447,Fall,Growth,Premium,Men,Young Adult,White,One Size,Core Basic,Core,0,1,2025-09-19
SKU00474,Nike Running Shoes Join,External Brand,Nike,Tier 1,Running Shoes,Consignment,Brand Partner,755.29,28.84,0.2563,0.1886,Fall,Clearance,Mass,Men,Young Adult,Blue,M-L,Performance,Seasonal,1,0,2024-05-14
SKU00475,Brand A Basketball Shoes Store,Himaxx Own,Brand A,Tier 2,Basketball Shoes,Own Brand,Himaxx,1598.89,209.55,1.0,0.5614,Summer,Mature,Premium,Men,Adult,Red,M-L,Limited,Seasonal,0,1,2024-11-13
SKU00476,New Balance Training Shoes Tend,External Brand,New Balance,Tier 3,Training Shoes,Buyout,Himaxx,606.91,100.39,1.0,0.2861,Core,Growth,Mass,Unisex,Young Adult,Grey,M-L,Core Basic,Core,0,1,2023-05-10
SKU00477,Brand B Accessories She,Himaxx Own,Brand B,Tier 2,Accessories,Own Brand,Himaxx,513.2,82.22,1.0,0.5041,Fall,Mature,Mass,Unisex,Adult,Grey,M-L,Performance,Seasonal,0,1,2024-03-29
SKU00478,Columbia Basketball Shoes People,External Brand,Columbia,Tier 3,Basketball Shoes,Buyout,Himaxx,1383.9,188.75,1.0,0.4552,Winter,Clearance,Premium,Women,Adult,Black,M-L,Core Basic,Seasonal,1,0,2025-02-01
SKU00479,Nike Running Shoes Receive,External Brand,Nike,Tier 1,Running Shoes,Buyout,Himaxx,1066.81,159.27,1.0,0.3587,Core,Growth,Premium,Unisex,Senior,White,M-L,Core Basic,Core,0,1,2024-10-25
SKU00480,Adidas Running Shoes Church,External Brand,Adidas,Tier 1,Running Shoes,Consignment,Brand Partner,547.71,8.98,0.198,0.3045,Summer,Growth,Mass,Unisex,Young Adult,Black,XS-S,Performance,Seasonal,0,1,2024-09-07
SKU00481,New Balance Yoga Apparel Member,External Brand,New Balance,Tier 3,Yoga Apparel,Buyout,Himaxx,1281.8,155.34,1.0,0.4629,Fall,New,Premium,Men,Young Adult,Green,M-L,Core Basic,Seasonal,0,0,2024-05-19
SKU00482,Columbia Accessories Old,External Brand,Columbia,Tier 3,Accessories,Consignment,Brand Partner,484.09,8.74,0.2951,0.299,Spring,Mature,Mass,Men,Adult,Grey,XL-XXL,Core Basic,Core,0,1,2025-08-20
SKU00483,Adidas Performance Apparel Huge,External Brand,Adidas,Tier 1,Performance Apparel,Buyout,Himaxx,1071.07,173.33,1.0,0.3015,Winter,New,Premium,Women,Adult,Black,XS-S,Core Basic,Seasonal,0,0,2024-09-17
SKU00484,Brand A Basketball Shoes Fund,Himaxx Own,Brand A,Tier 2,Basketball Shoes,Own Brand,Himaxx,1257.86,226.84,1.0,0.4813,Summer,Clearance,Premium,Women,Young Adult,Blue,One Size,Performance,Seasonal,1,0,2025-12-15
SKU00485,Columbia Yoga Apparel Save,External Brand,Columbia,Tier 3,Yoga Apparel,Consignment,Brand Partner,287.87,5.82,0.3171,0.3017,Summer,Clearance,Entry,Women,Young Adult,Green,M-L,Core Basic,Seasonal,1,0,2024-01-24
SKU00486,Lululemon Yoga Apparel Identify,External Brand,Lululemon,Tier 1,Yoga Apparel,Buyout,Himaxx,289.52,48.98,1.0,0.259,Fall,Growth,Entry,Women,Adult,Brown,M-L,Limited,Seasonal,0,1,2024-01-18
SKU00487,New Balance Outdoor Apparel Stand,External Brand,New Balance,Tier 3,Outdoor Apparel,Consignment,Brand Partner,2070.95,60.1,0.19,0.2567,Summer,Mature,Luxury,Unisex,Adult,Grey,M-L,Core Basic,Core,0,1,2024-07-30
SKU00488,Adidas Yoga Apparel Friend,External Brand,Adidas,Tier 1,Yoga Apparel,Consignment,Brand Partner,402.9,19.81,0.2579,0.2008,Winter,Mature,Mass,Women,Young Adult,Grey,M-L,Core Basic,Core,0,1,2025-07-31
SKU00489,Puma Accessories Season,External Brand,Puma,Tier 3,Accessories,Buyout,Himaxx,477.2,78.22,1.0,0.435,Core,Mature,Mass,Unisex,Adult,Grey,M-L,Fashion,Seasonal,0,1,2026-02-01
SKU00490,Columbia Running Shoes I,External Brand,Columbia,Tier 3,Running Shoes,Buyout,Himaxx,905.28,97.33,1.0,0.438,Spring,New,Premium,Women,Adult,Grey,XL-XXL,Performance,Seasonal,0,0,2024-07-03
SKU00491,Adidas Accessories Record,External Brand,Adidas,Tier 1,Accessories,Consignment,Brand Partner,457.1,10.64,0.2416,0.2818,Core,Mature,Mass,Men,Youth,Black,XS-S,Performance,Seasonal,0,1,2025-09-21
SKU00492,Lululemon Kids Apparel Reach,External Brand,Lululemon,Tier 1,Kids Apparel,Buyout,Himaxx,148.69,23.45,1.0,0.4775,Fall,Growth,Entry,Women,Youth,Green,XL-XXL,Fashion,Seasonal,0,1,2026-04-15
SKU00493,New Balance Performance Apparel Mission,External Brand,New Balance,Tier 3,Performance Apparel,Buyout,Himaxx,2118.74,236.72,1.0,0.4107,Spring,Mature,Luxury,Unisex,Young Adult,Green,M-L,Core Basic,Core,0,1,2026-03-29
SKU00494,Hoka Lifestyle Apparel Card,External Brand,Hoka,Tier 1,Lifestyle Apparel,Buyout,Himaxx,733.18,87.61,1.0,0.387,Fall,Growth,Mass,Women,Adult,White,M-L,Performance,Seasonal,0,1,2024-11-08
SKU00495,Nike Underwear Performance,External Brand,Nike,Tier 1,Underwear,Consignment,Brand Partner,370.82,14.96,0.2437,0.3239,Winter,Mature,Mass,Women,Adult,Blue,M-L,Fashion,Seasonal,0,1,2024-05-05
SKU00496,Cole Haan Performance Apparel Black,External Brand,Cole Haan,Tier 2,Performance Apparel,Buyout,Himaxx,615.2,67.52,1.0,0.3733,Spring,Growth,Mass,Women,Adult,Red,M-L,Clearance,Seasonal,1,0,2025-12-20
SKU00497,Columbia Lifestyle Apparel Less,External Brand,Columbia,Tier 3,Lifestyle Apparel,Buyout,Himaxx,463.38,41.97,1.0,0.3755,Winter,Growth,Mass,Men,Adult,Black,XS-S,Clearance,Seasonal,1,0,2023-08-25
SKU00498,Brooks Brothers Performance Apparel Whether,External Brand,Brooks Brothers,Tier 1,Performance Apparel,Buyout,Himaxx,365.8,49.69,1.0,0.2537,Core,Mature,Mass,Unisex,Adult,Red,M-L,Performance,Seasonal,0,1,2024-09-19
SKU00499,New Balance Kids Apparel Seven,External Brand,New Balance,Tier 3,Kids Apparel,Buyout,Himaxx,318.92,45.8,1.0,0.4958,Core,New,Mass,Unisex,Adult,Multi,XL-XXL,Core Basic,Seasonal,0,0,2023-10-12
SKU00500,Hoka Kids Apparel Truth,External Brand,Hoka,Tier 1,Kids Apparel,Consignment,Brand Partner,617.52,29.73,0.2431,0.3493,Spring,Growth,Mass,Unisex,Young Adult,Black,M-L,Core Basic,Core,0,1,2025-04-23
